codigo,uf,custo,valor_venda,produto,fornecedor
B2.0119,GO,10.32,29.0,BRINQ BLOCO DE MONTAR TREM 335 4,LIDYANE
B2.0119,TO,10.43,30.0,BRINQ BLOCO DE MONTAR TREM 335 4,LIDYANE
B2.0119,PA,10.32,31.0,BRINQ BLOCO DE MONTAR TREM 335 4,LIDYANE
B2.0119,MT,10.32,31.0,BRINQ BLOCO DE MONTAR TREM 335 4,LIDYANE
B2.0120,GO,49.05,137.0,BRINQ GIRAFA DE EMPILHAR,LIDYANE
B2.0120,TO,49.54,139.0,BRINQ GIRAFA DE EMPILHAR,LIDYANE
B2.0120,PA,49.05,141.0,BRINQ GIRAFA DE EMPILHAR,LIDYANE
B2.0120,MT,49.05,141.0,BRINQ GIRAFA DE EMPILHAR,LIDYANE
B2.0121,GO,27.53,77.0,BRINQ BLOCO DE MONTAR TOBOGA,LIDYANE
B2.0121,TO,27.81,78.0,BRINQ BLOCO DE MONTAR TOBOGA,LIDYANE
B2.0121,PA,27.53,79.0,BRINQ BLOCO DE MONTAR TOBOGA,LIDYANE
B2.0121,MT,27.53,79.0,BRINQ BLOCO DE MONTAR TOBOGA,LIDYANE
K11.0126,GO,20.28,57.0,KIT 3 BRINQUEDOS PRESSIONA E CORRE,LIDYANE
K11.0126,TO,20.48,58.0,KIT 3 BRINQUEDOS PRESSIONA E CORRE,LIDYANE
K11.0126,PA,20.28,59.0,KIT 3 BRINQUEDOS PRESSIONA E CORRE,LIDYANE
K11.0126,MT,20.28,59.0,KIT 3 BRINQUEDOS PRESSIONA E CORRE,LIDYANE
B2.0122,GO,27.53,77.0,BRINQ FUTEBOL DE MESA FLUTUANTE,LIDYANE
B2.0122,TO,27.81,78.0,BRINQ FUTEBOL DE MESA FLUTUANTE,LIDYANE
B2.0122,PA,27.53,79.0,BRINQ FUTEBOL DE MESA FLUTUANTE,LIDYANE
B2.0122,MT,27.53,79.0,BRINQ FUTEBOL DE MESA FLUTUANTE,LIDYANE
B2.0123,GO,59.81,167.0,BRINQ MESA DIDATICA INTERATIVA 3 EM 1,LIDYANE
B2.0123,TO,60.41,169.0,BRINQ MESA DIDATICA INTERATIVA 3 EM 1,LIDYANE
B2.0123,PA,59.81,171.0,BRINQ MESA DIDATICA INTERATIVA 3 EM 1,LIDYANE
B2.0123,MT,59.81,171.0,BRINQ MESA DIDATICA INTERATIVA 3 EM 1,LIDYANE
B2.0124,GO,27.53,77.0,BRINQ BLOCO DE MONTAR TREM,LIDYANE
B2.0124,TO,27.81,78.0,BRINQ BLOCO DE MONTAR TREM,LIDYANE
B2.0124,PA,27.53,79.0,BRINQ BLOCO DE MONTAR TREM,LIDYANE
B2.0124,MT,27.53,79.0,BRINQ BLOCO DE MONTAR TREM,LIDYANE
B2.0125,GO,15.66,41.0,BRINQ MALETA COLORIR MASCULINA,LIDYANE
B2.0125,TO,15.82,42.0,BRINQ MALETA COLORIR MASCULINA,LIDYANE
B2.0125,PA,15.66,43.0,BRINQ MALETA COLORIR MASCULINA,LIDYANE
B2.0125,MT,15.66,43.0,BRINQ MALETA COLORIR MASCULINA,LIDYANE
B2.0126,GO,19.69,52.0,BRINQ TECLADO MUSICAL,LIDYANE
B2.0126,TO,19.88,53.0,BRINQ TECLADO MUSICAL,LIDYANE
B2.0126,PA,19.69,54.0,BRINQ TECLADO MUSICAL,LIDYANE
B2.0126,MT,19.69,54.0,BRINQ TECLADO MUSICAL,LIDYANE
B2.0127,GO,15.66,41.0,BRINQ MALETA COLORIR FEMININA,LIDYANE
B2.0127,TO,15.82,42.0,BRINQ MALETA COLORIR FEMININA,LIDYANE
B2.0127,PA,15.66,43.0,BRINQ MALETA COLORIR FEMININA,LIDYANE
B2.0127,MT,15.66,43.0,BRINQ MALETA COLORIR FEMININA,LIDYANE
D4.0006,GO,21.44,59.0,DEC FLOR BALDE CORDA GH 392,SPEED XDX
D4.0006,TO,21.66,60.0,DEC FLOR BALDE CORDA GH 392,SPEED XDX
D4.0006,PA,21.44,61.0,DEC FLOR BALDE CORDA GH 392,SPEED XDX
D4.0006,MT,21.44,61.0,DEC FLOR BALDE CORDA GH 392,SPEED XDX
D4.0007,GO,20.39,57.0,DEC FRUTAS GH 395,SPEED XDX
D4.0007,TO,20.59,58.0,DEC FRUTAS GH 395,SPEED XDX
D4.0007,PA,20.39,59.0,DEC FRUTAS GH 395,SPEED XDX
D4.0007,MT,20.39,59.0,DEC FRUTAS GH 395,SPEED XDX
D4.0008,GO,8.84,25.0,DEC MINI FLOR COLOR GH 617,SPEED XDX
D4.0008,TO,8.93,26.0,DEC MINI FLOR COLOR GH 617,SPEED XDX
D4.0008,PA,8.84,27.0,DEC MINI FLOR COLOR GH 617,SPEED XDX
D4.0008,MT,8.84,27.0,DEC MINI FLOR COLOR GH 617,SPEED XDX
D4.0009,GO,21.44,60.0,DEC ROSA BLADE BRANCO GH 396,SPEED XDX
D4.0009,TO,21.66,61.0,DEC ROSA BLADE BRANCO GH 396,SPEED XDX
D4.0009,PA,21.44,62.0,DEC ROSA BLADE BRANCO GH 396,SPEED XDX
D4.0009,MT,21.44,62.0,DEC ROSA BLADE BRANCO GH 396,SPEED XDX
D4.0010,GO,19.34,54.0,DEC BONSAI VASO RETANGULAR GH 388,SPEED XDX
D4.0010,TO,19.54,55.0,DEC BONSAI VASO RETANGULAR GH 388,SPEED XDX
D4.0010,PA,19.34,56.0,DEC BONSAI VASO RETANGULAR GH 388,SPEED XDX
D4.0010,MT,19.34,56.0,DEC BONSAI VASO RETANGULAR GH 388,SPEED XDX
T20.0205,GO,16.37,46.0,TAPETE FLUFLU 040X060,AR CRIAÇÕES
T20.0205,TO,16.53,53.0,TAPETE FLUFLU 040X060,AR CRIAÇÕES
T20.0205,PA,17.97,48.0,TAPETE FLUFLU 040X060,AR CRIAÇÕES
T20.0205,MT,16.37,48.0,TAPETE FLUFLU 040X060,AR CRIAÇÕES
T20.0206,GO,67.73,194.0,TAPETE REDONDO FLUFLU SALA,AR CRIAÇÕES
T20.0206,TO,69.12,198.0,TAPETE REDONDO FLUFLU SALA,AR CRIAÇÕES
T20.0206,PA,77.55,222.0,TAPETE REDONDO FLUFLU SALA,AR CRIAÇÕES
T20.0206,MT,67.73,194.0,TAPETE REDONDO FLUFLU SALA,AR CRIAÇÕES
J10.0106,GO,63.67,182.0,JOGO PASSADEIRA FLUFLU,AR CRIAÇÕES
J10.0106,TO,64.31,184.0,JOGO PASSADEIRA FLUFLU,AR CRIAÇÕES
J10.0106,PA,65.6,189.0,JOGO PASSADEIRA FLUFLU,AR CRIAÇÕES
J10.0106,MT,63.67,183.0,JOGO PASSADEIRA FLUFLU,AR CRIAÇÕES
F6.0050,GO,15.01,43.0,FRIGIOVO TAMPA DE ALUMINIO,DENISE ALUMINIOS ALUMINIOS
F6.0050,TO,15.16,44.0,FRIGIOVO TAMPA DE ALUMINIO,DENISE ALUMINIOS ALUMINIOS
F6.0050,PA,15.01,45.0,FRIGIOVO TAMPA DE ALUMINIO,DENISE ALUMINIOS ALUMINIOS
F6.0050,MT,15.01,45.0,FRIGIOVO TAMPA DE ALUMINIO,DENISE ALUMINIOS ALUMINIOS
F6.0051,GO,48.54,132.0,FRIGIDEIRA ANTIADERENTE 4 OVOS  VIDRO,DENISE ALUMINIOS ALUMINIOS
F6.0051,TO,49.8,134.0,FRIGIDEIRA ANTIADERENTE 4 OVOS  VIDRO,DENISE ALUMINIOS ALUMINIOS
F6.0051,PA,48.66,136.0,FRIGIDEIRA ANTIADERENTE 4 OVOS  VIDRO,DENISE ALUMINIOS ALUMINIOS
F6.0051,MT,48.54,136.0,FRIGIDEIRA ANTIADERENTE 4 OVOS  VIDRO,DENISE ALUMINIOS ALUMINIOS
Q17.0002,GO,13.32,37.0,QUADRO TABUADA,GIRA IMPORT
Q17.0002,TO,13.46,38.0,QUADRO TABUADA,GIRA IMPORT
Q17.0002,PA,13.32,39.0,QUADRO TABUADA,GIRA IMPORT
Q17.0002,MT,13.32,39.0,QUADRO TABUADA,GIRA IMPORT
M13.0058,GO,28.43,80.0,MINI ROSA VERMELHA,GIRA IMPORT
M13.0058,TO,28.72,81.0,MINI ROSA VERMELHA,GIRA IMPORT
M13.0058,PA,28.43,82.0,MINI ROSA VERMELHA,GIRA IMPORT
M13.0058,MT,28.43,82.0,MINI ROSA VERMELHA,GIRA IMPORT
M13.0059,GO,26.99,75.0,MINI ROSA,GIRA IMPORT
M13.0059,TO,27.26,76.0,MINI ROSA,GIRA IMPORT
M13.0059,PA,26.99,77.0,MINI ROSA,GIRA IMPORT
M13.0059,MT,26.99,77.0,MINI ROSA,GIRA IMPORT
C3.0495,GO,42.43,118.0,CONJUNTO INFANTIL COM TALHER,GIRA IMPORT
C3.0495,TO,42.86,120.0,CONJUNTO INFANTIL COM TALHER,GIRA IMPORT
C3.0495,PA,42.43,122.0,CONJUNTO INFANTIL COM TALHER,GIRA IMPORT
C3.0495,MT,42.43,122.0,CONJUNTO INFANTIL COM TALHER,GIRA IMPORT
C3.0496,GO,40.33,112.0,CONJUNTO INFANTIL COM BAMBO FIBER,GIRA IMPORT
C3.0496,TO,40.74,114.0,CONJUNTO INFANTIL COM BAMBO FIBER,GIRA IMPORT
C3.0496,PA,40.33,116.0,CONJUNTO INFANTIL COM BAMBO FIBER,GIRA IMPORT
C3.0496,MT,40.33,116.0,CONJUNTO INFANTIL COM BAMBO FIBER,GIRA IMPORT
P16.0136,GO,19.34,54.0,PRATO INFANTIL COM DESENHO,GIRA IMPORT
P16.0136,TO,19.53,55.0,PRATO INFANTIL COM DESENHO,GIRA IMPORT
P16.0136,PA,19.34,56.0,PRATO INFANTIL COM DESENHO,GIRA IMPORT
P16.0136,MT,19.34,56.0,PRATO INFANTIL COM DESENHO,GIRA IMPORT
C3.0497,GO,42.43,118.0,CONJUNTO INFANTIL COM TALHER RABITT,GIRA IMPORT
C3.0497,TO,42.86,120.0,CONJUNTO INFANTIL COM TALHER RABITT,GIRA IMPORT
C3.0497,PA,42.43,122.0,CONJUNTO INFANTIL COM TALHER RABITT,GIRA IMPORT
C3.0497,MT,42.43,122.0,CONJUNTO INFANTIL COM TALHER RABITT,GIRA IMPORT
P16.0137,GO,11.5,33.0,PETISQUEIRA PEQUENA TABUA COM DOIS CORACAO,GIRA IMPORT
P16.0137,TO,11.62,34.0,PETISQUEIRA PEQUENA TABUA COM DOIS CORACAO,GIRA IMPORT
P16.0137,PA,11.5,35.0,PETISQUEIRA PEQUENA TABUA COM DOIS CORACAO,GIRA IMPORT
P16.0137,MT,11.5,35.0,PETISQUEIRA PEQUENA TABUA COM DOIS CORACAO,GIRA IMPORT
P16.0138,GO,11.5,33.0,PETISQUEIRA PEQUENA REDONDA 4 DIVISORIAS,GIRA IMPORT
P16.0138,TO,11.62,34.0,PETISQUEIRA PEQUENA REDONDA 4 DIVISORIAS,GIRA IMPORT
P16.0138,PA,11.5,35.0,PETISQUEIRA PEQUENA REDONDA 4 DIVISORIAS,GIRA IMPORT
P16.0138,MT,11.5,35.0,PETISQUEIRA PEQUENA REDONDA 4 DIVISORIAS,GIRA IMPORT
F6.0052,GO,95.35,266.0,FONTE DE RESINA,GIRA IMPORT
F6.0052,TO,96.3,268.0,FONTE DE RESINA,GIRA IMPORT
F6.0052,PA,95.35,270.0,FONTE DE RESINA,GIRA IMPORT
F6.0052,MT,95.35,270.0,FONTE DE RESINA,GIRA IMPORT
L12.0100,GO,16.09,45.0,LICOREIRA DE VIDRO 920ML,GIRA IMPORT
L12.0100,TO,16.26,46.0,LICOREIRA DE VIDRO 920ML,GIRA IMPORT
L12.0100,PA,16.09,47.0,LICOREIRA DE VIDRO 920ML,GIRA IMPORT
L12.0100,MT,16.09,47.0,LICOREIRA DE VIDRO 920ML,GIRA IMPORT
F6.0053,GO,127.25,355.0,FONTE MYKRONOS,GIRA IMPORT
F6.0053,TO,128.52,357.0,FONTE MYKRONOS,GIRA IMPORT
F6.0053,PA,127.25,359.0,FONTE MYKRONOS,GIRA IMPORT
F6.0053,MT,127.25,359.0,FONTE MYKRONOS,GIRA IMPORT
F6.0054,GO,127.25,355.0,FONTE HERMES,GIRA IMPORT
F6.0054,TO,128.52,357.0,FONTE HERMES,GIRA IMPORT
F6.0054,PA,127.25,359.0,FONTE HERMES,GIRA IMPORT
F6.0054,MT,127.25,359.0,FONTE HERMES,GIRA IMPORT
J10.0108,GO,5.67,16.0,JOGO AMERICANO SOUSPLAT GRANDE,0
J10.0108,TO,5.73,17.0,JOGO AMERICANO SOUSPLAT GRANDE,0
J10.0108,PA,5.67,18.0,JOGO AMERICANO SOUSPLAT GRANDE,0
J10.0108,MT,5.67,18.0,JOGO AMERICANO SOUSPLAT GRANDE,0
P16.0139,GO,15.23,43.0,PETISQUEIRA REDONDA M,GIRA IMPORT
P16.0139,TO,15.38,44.0,PETISQUEIRA REDONDA M,GIRA IMPORT
P16.0139,PA,15.23,45.0,PETISQUEIRA REDONDA M,GIRA IMPORT
P16.0139,MT,15.23,45.0,PETISQUEIRA REDONDA M,GIRA IMPORT
P16.0140,GO,15.23,43.0,PETISQUEIRA FLOR M,GIRA IMPORT
P16.0140,TO,15.38,44.0,PETISQUEIRA FLOR M,GIRA IMPORT
P16.0140,PA,15.23,45.0,PETISQUEIRA FLOR M,GIRA IMPORT
P16.0140,MT,15.23,45.0,PETISQUEIRA FLOR M,GIRA IMPORT
P16.0141,GO,15.23,43.0,PETISQUEIRA TREVO M,GIRA IMPORT
P16.0141,TO,15.38,44.0,PETISQUEIRA TREVO M,GIRA IMPORT
P16.0141,PA,15.23,45.0,PETISQUEIRA TREVO M,GIRA IMPORT
P16.0141,MT,15.23,45.0,PETISQUEIRA TREVO M,GIRA IMPORT
P16.0142,GO,15.23,43.0,PETISQUEIRA CORACAO M,GIRA IMPORT
P16.0142,TO,15.38,44.0,PETISQUEIRA CORACAO M,GIRA IMPORT
P16.0142,PA,15.23,45.0,PETISQUEIRA CORACAO M,GIRA IMPORT
P16.0142,MT,15.23,45.0,PETISQUEIRA CORACAO M,GIRA IMPORT
D4.0011,GO,11.12,32.0,DESCANSO DE PANELA P,0
D4.0011,TO,11.23,33.0,DESCANSO DE PANELA P,0
D4.0011,PA,11.12,34.0,DESCANSO DE PANELA P,0
D4.0011,MT,11.12,34.0,DESCANSO DE PANELA P,0
D4.0012,GO,11.12,32.0,DESCANSO DE PANELA G,0
D4.0012,TO,11.23,33.0,DESCANSO DE PANELA G,0
D4.0012,PA,11.12,34.0,DESCANSO DE PANELA G,0
D4.0012,MT,11.12,34.0,DESCANSO DE PANELA G,0
G7.0056,GO,49.66,139.0,GARRAFA TERMICA VACCUM FLASK,GIRA IMPORT
G7.0056,TO,50.16,141.0,GARRAFA TERMICA VACCUM FLASK,GIRA IMPORT
G7.0056,PA,49.66,143.0,GARRAFA TERMICA VACCUM FLASK,GIRA IMPORT
G7.0056,MT,49.66,143.0,GARRAFA TERMICA VACCUM FLASK,GIRA IMPORT
M13.0060,GO,122.83,327.0,MALA FIBRA BALI ICE P,GIRA IMPORT
M13.0060,TO,124.06,328.0,MALA FIBRA BALI ICE P,GIRA IMPORT
M13.0060,PA,122.83,329.0,MALA FIBRA BALI ICE P,GIRA IMPORT
M13.0060,MT,122.83,329.0,MALA FIBRA BALI ICE P,GIRA IMPORT
M13.0061,GO,184.21,487.0,MALA FIBRA BALI ICE M,GIRA IMPORT
M13.0061,TO,186.05,488.0,MALA FIBRA BALI ICE M,GIRA IMPORT
M13.0061,PA,184.21,489.0,MALA FIBRA BALI ICE M,GIRA IMPORT
M13.0061,MT,184.21,489.0,MALA FIBRA BALI ICE M,GIRA IMPORT
M13.0062,GO,307.02,807.0,MALA FIBRA BALI ICE G,GIRA IMPORT
M13.0062,TO,310.09,808.0,MALA FIBRA BALI ICE G,GIRA IMPORT
M13.0062,PA,307.02,809.0,MALA FIBRA BALI ICE G,GIRA IMPORT
M13.0062,MT,307.02,809.0,MALA FIBRA BALI ICE G,GIRA IMPORT
L12.0101,GO,55.43,154.0,LUMINARIA DE MESA COM BASE BIVOLT,0
L12.0101,TO,55.99,156.0,LUMINARIA DE MESA COM BASE BIVOLT,0
L12.0101,PA,55.43,158.0,LUMINARIA DE MESA COM BASE BIVOLT,0
L12.0101,MT,55.43,158.0,LUMINARIA DE MESA COM BASE BIVOLT,0
L12.0102,GO,62.08,173.0,LUMINARIA DE MESA ABAJUR REDONDO,0
L12.0102,TO,62.7,176.0,LUMINARIA DE MESA ABAJUR REDONDO,0
L12.0102,PA,62.08,178.0,LUMINARIA DE MESA ABAJUR REDONDO,0
L12.0102,MT,62.08,178.0,LUMINARIA DE MESA ABAJUR REDONDO,0
L12.0103,GO,62.08,173.0,LUMINARIA DE MESA ABAJUR QUADRADO,0
L12.0103,TO,62.7,176.0,LUMINARIA DE MESA ABAJUR QUADRADO,0
L12.0103,PA,62.08,178.0,LUMINARIA DE MESA ABAJUR QUADRADO,0
L12.0103,MT,62.08,178.0,LUMINARIA DE MESA ABAJUR QUADRADO,0
P16.0143,GO,25.36,70.0,PETISQUEIRA CORACAO P,GIRA IMPORT
P16.0143,TO,25.61,71.0,PETISQUEIRA CORACAO P,GIRA IMPORT
P16.0143,PA,25.36,72.0,PETISQUEIRA CORACAO P,GIRA IMPORT
P16.0143,MT,25.36,72.0,PETISQUEIRA CORACAO P,GIRA IMPORT
M13.0063,GO,176.11,467.0,MALA DE BORDO P,GIRA IMPORT
M13.0063,TO,177.87,468.0,MALA DE BORDO P,GIRA IMPORT
M13.0063,PA,176.11,469.0,MALA DE BORDO P,GIRA IMPORT
M13.0063,MT,176.11,469.0,MALA DE BORDO P,GIRA IMPORT
C3.0498,GO,33.47,94.0,CONJUNTO XICARA 12 PCS 190ML,GIRA IMPORT
C3.0498,TO,33.8,96.0,CONJUNTO XICARA 12 PCS 190ML,GIRA IMPORT
C3.0498,PA,33.47,98.0,CONJUNTO XICARA 12 PCS 190ML,GIRA IMPORT
C3.0498,MT,33.47,98.0,CONJUNTO XICARA 12 PCS 190ML,GIRA IMPORT
A1.0029,GO,136.48,381.0,APARELHO DE JANTAR,GIRA IMPORT
A1.0029,TO,137.85,383.0,APARELHO DE JANTAR,GIRA IMPORT
A1.0029,PA,136.48,385.0,APARELHO DE JANTAR,GIRA IMPORT
A1.0029,MT,136.48,385.0,APARELHO DE JANTAR,GIRA IMPORT
B2.0128,GO,35.89,100.0,BOLSA FEM MAO L9013,JULIA BOLSAS BOLSAS
B2.0128,TO,36.25,102.0,BOLSA FEM MAO L9013,JULIA BOLSAS BOLSAS
B2.0128,PA,35.89,104.0,BOLSA FEM MAO L9013,JULIA BOLSAS BOLSAS
B2.0128,MT,35.89,104.0,BOLSA FEM MAO L9013,JULIA BOLSAS BOLSAS
B2.0129,GO,35.89,100.0,BOLSA FEM MAO L9015,JULIA BOLSAS BOLSAS
B2.0129,TO,36.25,102.0,BOLSA FEM MAO L9015,JULIA BOLSAS BOLSAS
B2.0129,PA,35.89,104.0,BOLSA FEM MAO L9015,JULIA BOLSAS BOLSAS
B2.0129,MT,35.89,104.0,BOLSA FEM MAO L9015,JULIA BOLSAS BOLSAS
B2.0130,GO,32.42,90.0,BOLSA FEM MAO L10,JULIA BOLSAS BOLSAS
B2.0130,TO,32.74,91.0,BOLSA FEM MAO L10,JULIA BOLSAS BOLSAS
B2.0130,PA,32.42,92.0,BOLSA FEM MAO L10,JULIA BOLSAS BOLSAS
B2.0130,MT,32.42,92.0,BOLSA FEM MAO L10,JULIA BOLSAS BOLSAS
B2.0131,GO,32.42,90.0,BOLSA FEM MAO L012,JULIA BOLSAS BOLSAS
B2.0131,TO,32.74,91.0,BOLSA FEM MAO L012,JULIA BOLSAS BOLSAS
B2.0131,PA,32.42,92.0,BOLSA FEM MAO L012,JULIA BOLSAS BOLSAS
B2.0131,MT,32.42,92.0,BOLSA FEM MAO L012,JULIA BOLSAS BOLSAS
B2.0132,GO,46.31,129.0,BOLSA FEM TIRA COLO L9019,JULIA BOLSAS BOLSAS
B2.0132,TO,46.78,131.0,BOLSA FEM TIRA COLO L9019,JULIA BOLSAS BOLSAS
B2.0132,PA,46.31,133.0,BOLSA FEM TIRA COLO L9019,JULIA BOLSAS BOLSAS
B2.0132,MT,46.31,133.0,BOLSA FEM TIRA COLO L9019,JULIA BOLSAS BOLSAS
B2.0133,GO,46.31,129.0,BOLSA FEM TIRA COLO L9017,JULIA BOLSAS BOLSAS
B2.0133,TO,46.78,131.0,BOLSA FEM TIRA COLO L9017,JULIA BOLSAS BOLSAS
B2.0133,PA,46.31,133.0,BOLSA FEM TIRA COLO L9017,JULIA BOLSAS BOLSAS
B2.0133,MT,46.31,133.0,BOLSA FEM TIRA COLO L9017,JULIA BOLSAS BOLSAS
B2.0134,GO,46.31,129.0,BOLSA FEM TIRA COLO 2 BOLSOS FRONTAIS L9018,JULIA BOLSAS BOLSAS
B2.0134,TO,46.78,131.0,BOLSA FEM TIRA COLO 2 BOLSOS FRONTAIS L9018,JULIA BOLSAS BOLSAS
B2.0134,PA,46.31,133.0,BOLSA FEM TIRA COLO 2 BOLSOS FRONTAIS L9018,JULIA BOLSAS BOLSAS
B2.0134,MT,46.31,133.0,BOLSA FEM TIRA COLO 2 BOLSOS FRONTAIS L9018,JULIA BOLSAS BOLSAS
B2.0135,GO,55.58,155.0,BOLSA FEM OMBRO ZIPERS FRENTE XADREZ L9001,JULIA BOLSAS BOLSAS
B2.0135,TO,56.13,157.0,BOLSA FEM OMBRO ZIPERS FRENTE XADREZ L9001,JULIA BOLSAS BOLSAS
B2.0135,PA,55.58,159.0,BOLSA FEM OMBRO ZIPERS FRENTE XADREZ L9001,JULIA BOLSAS BOLSAS
B2.0135,MT,55.58,159.0,BOLSA FEM OMBRO ZIPERS FRENTE XADREZ L9001,JULIA BOLSAS BOLSAS
B2.0136,GO,55.58,155.0,BOLSA TIRA COLO FEM TRANCA L9002,JULIA BOLSAS BOLSAS
B2.0136,TO,56.13,157.0,BOLSA TIRA COLO FEM TRANCA L9002,JULIA BOLSAS BOLSAS
B2.0136,PA,55.58,159.0,BOLSA TIRA COLO FEM TRANCA L9002,JULIA BOLSAS BOLSAS
B2.0136,MT,55.58,159.0,BOLSA TIRA COLO FEM TRANCA L9002,JULIA BOLSAS BOLSAS
B2.0137,GO,55.58,155.0,BOLSA TIRA COLO XADREZ 23 197,JULIA BOLSAS BOLSAS
B2.0137,TO,56.13,157.0,BOLSA TIRA COLO XADREZ 23 197,JULIA BOLSAS BOLSAS
B2.0137,PA,55.58,159.0,BOLSA TIRA COLO XADREZ 23 197,JULIA BOLSAS BOLSAS
B2.0137,MT,55.58,159.0,BOLSA TIRA COLO XADREZ 23 197,JULIA BOLSAS BOLSAS
B2.0138,GO,55.58,155.0,BOLSA FEM TIRA COLO S 11,JULIA BOLSAS BOLSAS
B2.0138,TO,56.13,157.0,BOLSA FEM TIRA COLO S 11,JULIA BOLSAS BOLSAS
B2.0138,PA,55.58,159.0,BOLSA FEM TIRA COLO S 11,JULIA BOLSAS BOLSAS
B2.0138,MT,55.58,159.0,BOLSA FEM TIRA COLO S 11,JULIA BOLSAS BOLSAS
B2.0139,GO,55.58,155.0,BOLSA FEM TIRA COLO BOLSAO L8023,JULIA BOLSAS BOLSAS
B2.0139,TO,56.13,157.0,BOLSA FEM TIRA COLO BOLSAO L8023,JULIA BOLSAS BOLSAS
B2.0139,PA,55.58,159.0,BOLSA FEM TIRA COLO BOLSAO L8023,JULIA BOLSAS BOLSAS
B2.0139,MT,55.58,159.0,BOLSA FEM TIRA COLO BOLSAO L8023,JULIA BOLSAS BOLSAS
B2.0140,GO,32.5,90.0,BOLSA C ZIPER PORTA CELULAR AE011,JULIA BOLSAS BOLSAS
B2.0140,TO,32.82,91.0,BOLSA C ZIPER PORTA CELULAR AE011,JULIA BOLSAS BOLSAS
B2.0140,PA,32.5,92.0,BOLSA C ZIPER PORTA CELULAR AE011,JULIA BOLSAS BOLSAS
B2.0140,MT,32.5,92.0,BOLSA C ZIPER PORTA CELULAR AE011,JULIA BOLSAS BOLSAS
B2.0141,GO,28.95,80.0,BOLSA C ZIPER PORTA CELUALR L2012,JULIA BOLSAS BOLSAS
B2.0141,TO,29.24,81.0,BOLSA C ZIPER PORTA CELUALR L2012,JULIA BOLSAS BOLSAS
B2.0141,PA,28.95,82.0,BOLSA C ZIPER PORTA CELUALR L2012,JULIA BOLSAS BOLSAS
B2.0141,MT,28.95,82.0,BOLSA C ZIPER PORTA CELUALR L2012,JULIA BOLSAS BOLSAS
B2.0142,GO,28.95,80.0,BOLSA C ZIPER PORTA CELUALR L2013,JULIA BOLSAS BOLSAS
B2.0142,TO,29.24,81.0,BOLSA C ZIPER PORTA CELUALR L2013,JULIA BOLSAS BOLSAS
B2.0142,PA,28.95,82.0,BOLSA C ZIPER PORTA CELUALR L2013,JULIA BOLSAS BOLSAS
B2.0142,MT,28.95,82.0,BOLSA C ZIPER PORTA CELUALR L2013,JULIA BOLSAS BOLSAS
B2.0143,GO,28.95,80.0,BOLSA C ZIPER PORTA CELULAR L2010,JULIA BOLSAS BOLSAS
B2.0143,TO,29.24,81.0,BOLSA C ZIPER PORTA CELULAR L2010,JULIA BOLSAS BOLSAS
B2.0143,PA,28.95,82.0,BOLSA C ZIPER PORTA CELULAR L2010,JULIA BOLSAS BOLSAS
B2.0143,MT,28.95,82.0,BOLSA C ZIPER PORTA CELULAR L2010,JULIA BOLSAS BOLSAS
B2.0144,GO,52.1,145.0,BOLSA FEM MAO BOTAO 16883,JULIA BOLSAS BOLSAS
B2.0144,TO,52.62,147.0,BOLSA FEM MAO BOTAO 16883,JULIA BOLSAS BOLSAS
B2.0144,PA,52.1,149.0,BOLSA FEM MAO BOTAO 16883,JULIA BOLSAS BOLSAS
B2.0144,MT,52.1,149.0,BOLSA FEM MAO BOTAO 16883,JULIA BOLSAS BOLSAS
E5.0019,GO,22.49,62.0,EXTENSAO SEM USB,0
E5.0019,TO,22.71,63.0,EXTENSAO SEM USB,0
E5.0019,PA,22.49,64.0,EXTENSAO SEM USB,0
E5.0019,MT,22.49,64.0,EXTENSAO SEM USB,0
P16.0144,GO,15.51,44.0,PETISQUEIRA KIT 6PC,GIRA IMPORT
P16.0144,TO,15.67,45.0,PETISQUEIRA KIT 6PC,GIRA IMPORT
P16.0144,PA,15.51,46.0,PETISQUEIRA KIT 6PC,GIRA IMPORT
P16.0144,MT,15.51,46.0,PETISQUEIRA KIT 6PC,GIRA IMPORT
L12.0093,GO,62.61,180.0,LUMINARIA DE JARDIM,MAX BRAS
L12.0093,TO,63.24,182.0,LUMINARIA DE JARDIM,MAX BRAS
L12.0093,PA,62.61,184.0,LUMINARIA DE JARDIM,MAX BRAS
L12.0093,MT,62.61,184.0,LUMINARIA DE JARDIM,MAX BRAS
C3.0499,GO,27.2,100.0,CJ 6 XICARAS DE CAFE C PIRES PORCELANA,WELLMIX
C3.0499,TO,27.47,102.0,CJ 6 XICARAS DE CAFE C PIRES PORCELANA,WELLMIX
C3.0499,PA,27.2,104.0,CJ 6 XICARAS DE CAFE C PIRES PORCELANA,WELLMIX
C3.0499,MT,27.2,104.0,CJ 6 XICARAS DE CAFE C PIRES PORCELANA,WELLMIX
R18.0017,GO,13.87,40.0,RALADOR 6 FACES BASE PLASTICA,WELLMIX
R18.0017,TO,14.01,41.0,RALADOR 6 FACES BASE PLASTICA,WELLMIX
R18.0017,PA,13.87,42.0,RALADOR 6 FACES BASE PLASTICA,WELLMIX
R18.0017,MT,13.87,42.0,RALADOR 6 FACES BASE PLASTICA,WELLMIX
C3.0500,GO,788.06,2000.0,CONJUNTO DE PANELAS 15 PCS JADE SERIES,SPEED XDX
